REFUSE_AREA,NEW_ROUTE_ID,Residual_Week,Residual_Day,Recylcing_Week,Recycling_Day,Glass_Week,Glass_Day,Column1,Column2,Postcode,FULL_ADDRESS,NOTE,Column3
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UU,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UX,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XD,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XD,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XH,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XJ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XL,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XN,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XS,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XT,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XU,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XW,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XX,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XY,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XZ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8YB,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8YG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8YQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9HU,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JN,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JP,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JS,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JT,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JU,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JW,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JY,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JZ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LE,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LH,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LJ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LL,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LN,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LW,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LX,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LY,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LZ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NA,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NB,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9ND,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NE,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NH,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NJ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NL,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NN,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9PE,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9PF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9ND,"ARDLUING, WEST MONTROSE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8EY,"BIRKFELL, 170 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8ET,"DEEPDENE, WEST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8BN,"FLAT 1, 51 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XN,"FLAT 1, TEMPLETON, 51 JOHN STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 7RY,"FLAT 1/1, 1 PRINCE ALBERT TERRACE, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UN,"FLAT 1/1, 1 WEST KING STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XD,"FLAT 1/1, 100 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8AS,"FLAT 1/1, 2 JAMES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8BA,"FLAT 1/1, 2 JOHN STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UH,"FLAT 1/1, 20 JAMES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8EB,"FLAT 1/1, 20 WEST KING STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8DB,"FLAT 1/1, 26 WEST ARGYLE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8AW,"FLAT 1/1, 28 WEST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XF,"FLAT 1/1, 39 JAMES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8UG,"FLAT 1/1, 46 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8BL,"FLAT 1/1, 69 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XD,"FLAT 1/1, 90 WEST PRINCES STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8BG,"FLAT 2, 1 CAMPBELL STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8AX,"FLAT A1/1, 57 WEST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NH,"GLENMHOR, 48 CAMPBELL STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8EQ,"MOSSGROVE, 95 WEST KING STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9NN,"NORTHCOURT, STAFFORD STREET WEST, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8DD,"OAKBANK, 30 WEST ARGYLE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8YB,"RED BEECH LODGE, 20A WEST ARGYLE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8XW,"RIVELIN, 21A WEST ARGYLE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JN,"TAYBANK, 60 COLQUHOUN STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9PE,"THE COTTAGE, 9 STAFFORD STREET WEST, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 8YQ,"THE CROFT, 24 WEST ARGYLE STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9HU,"THE WINNOCKS, 1 STAFFORD STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9JP,"TORWOOD, 45 COLQUHOUN STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LJ,"UPPER EAST DURIE 4A, WEST ABERCROMBY STREET, HELENSBURGH",,6.00 am
HEL,LOM18,3,Thursday,2,Thursday,1,Thursday,1,Wednesday,G84 9LY,"WEST ROYD, 53 JOHN STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AH,"1 QUEENS COURT, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AS,"1 SOMERVILLE PLACE, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AD,"1/1 BELLEVUE BANK, 90 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,"12 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AR,"120 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"136 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"138 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AA,"139 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"140 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"142 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"144 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"146 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"148A EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"152A EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AE,"153 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AG,"169 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AJ,"187 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AL,"2 HANOVER STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AP,"201A EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AU,"221 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AY,"229 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PG,"26 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PF,"69 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AW,"8 HANOVER STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PJ,"87 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AA,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AD,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AE,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AH,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AJ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AL,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AN,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AP,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AR,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AS,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AU,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AW,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AY,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7NY,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PJ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PL,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PL,"BAYVIEW, 113 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"CEOL-NA-MARA, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AN,"COLONSAY, 5 HANOVER STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"CROMALT COTTAGE, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"CROMALT, 148 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AQ,"FLAT 1/1, 104 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,"FLAT 1/1, 14 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7NY,"FLAT 1/1, 5 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,"FLAT 1/2, 14 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,"FLAT 2/1, 14 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7PA,"FLAT GROUND/1, 14 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"ROCKLAND COACH HOUSE, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"ROCKLAND GATE LODGE, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"ROCKLAND, 150 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"SHORELAND, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"TARANDOUN LODGE, 152 EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM19,3,Tuesday,2,Tuesday,3,Tuesday,1,Wednesday,G84 7AX,"TIGH NA MARA, EAST CLYDE STREET, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7HZ,"1 MACKINTOSH COURT, COLGRAIN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BE,"1 MIDDLETON DRIVE, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BQ,"1 STATION ROAD, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BF,"1 THE GARDENS, STATION ROAD, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BQ,"2 STATION ROAD, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7AZ,"25 CRAIGENDORAN AVENUE, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BG,"7 STATION ROAD, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7AZ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BB,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BE,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BF,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BG,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BQ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7HZ,All addresses at this postcode except those listed below,,6.00 am
HEL,LOM20,3,Tuesday,2,Tuesday,3,Tuesday,1,Monday,G84 7BB,"CORRYMEELA, MIDDLETON LANE, CRAIGENDORAN, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 9PG,"1 LOWER SUTHERLAND CRESCENT, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8EH,"1 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8BF,"1 SUTHERLAND PLACE, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 9PQ,"1 UPPER SUTHERLAND CRES, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8YL,"13 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8DE,"18 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 9PA,"19 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 9PB,"21 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8EJ,"5 SUFFOLK STREET, HELENSBURGH",,6.00 am
HEL,LOM21,3,Wednesday,2,Wednesday,1,Tuesday,1,Wednesday,G84 8BF,All addresses at this postcode except those listed below,,6.00 am
